line_item_id,service_order_id,part_id,line_type,description,quantity,unit_price,line_total
92936,80979,,LABOR,Labor - Brake Job,4,195.97,783.88
92937,80979,70093,PART,Alternator,3,437.16,1311.48
92938,80980,,labor,Labor - Oil Change,4,252.3,1009.2
92939,80980,,labor,Labor - Inspection,4,292.34,1169.36
92940,80980,70071,part,Headlight Assembly,3,998.37,2995.11
92941,80980,70235,part,Battery,2,61.35,122.7
92942,80980,70477,part,Brake Pad Set,3,761.4,2284.2
92943,80981,70446,part,Spark Plug,2,159.17,318.34
92944,80981,,LABOR,Labor - Oil Change,2,67.4,134.8
92945,80981,70218,PART,Radiator,2,465.89,931.78
92946,80981,,Labor,Labor - Oil Change,3,76.61,229.83
92947,80981,,Labor,Labor - Inspection,3,94.07,282.21
92948,80982,70141,Part,Oil Filter,4,962.14,3848.56
92949,80982,,Labor,Labor - Oil Change,1,151.58,151.58
92950,80982,,LABOR,Diagnostic,2,106.43,212.86
92951,80982,70144,Part,Spark Plug,3,944.58,2833.74
92952,80983,70483,Part,Oil Filter,2,626.2,1252.4
92953,80983,70279,part,Spark Plug,3,768.23,2304.69
92954,80983,70434,Part,Radiator,3,1030.45,3091.35
92955,80984,,labor,Labor - Brake Job,3,203.46,610.38
92956,80984,70442,Part,Tire,1,311.89,311.89
92957,80984,70368,part,Brake Pad Set,4,1021.25,4085.0
92958,80984,70206,PART,Radiator,4,545.75,2183.0
92959,80985,,LABOR,Labor - Inspection,2,139.32,278.64
92960,80985,70297,Part,Oil Filter,2,901.28,1802.56
92961,80985,70107,Part,Brake Pad Set,3,776.37,2329.11
92962,80985,70443,PART,Oil Filter,2,524.87,1049.74
92963,80985,70210,part,Headlight Assembly,3,518.07,1554.21
92964,80986,70404,PART,Radiator,2,47.57,95.14
92965,80987,70190,Part,Headlight Assembly,2,1345.15,2690.3
92966,80987,70113,Part,Spark Plug,1,496.78,496.78
92967,80988,70003,PART,Brake Pad Set,1,521.05,521.05
92968,80989,70373,PART,Radiator,2,658.23,1320.71
92969,80989,,LABOR,Labor - Oil Change,3,214.5,643.5
92970,80989,,Labor,Labor - Oil Change,1,113.4,113.4
92971,80989,70093,Part,Alternator,4,437.16,1748.64
92972,80989,,Labor,Labor - Inspection,3,158.07,474.21
92973,80990,,Labor,Labor - Oil Change,3,104.35,313.05
92974,80991,70353,part,Tire,2,90.64,181.28
92975,80991,,labor,Diagnostic,2,146.56,293.12
92976,80991,70381,PART,Brake Pad Set,3,507.24,1521.72
92977,80991,,labor,Diagnostic,1,54.5,54.5
92978,80992,70131,PART,Headlight Assembly,4,642.41,2569.64
92979,80992,70241,Part,Headlight Assembly,2,1438.71,2877.42
92980,80993,,LABOR,Diagnostic,2,151.64,303.28
92981,80993,70280,Part,Battery,2,930.13,1860.26
92982,80993,,LABOR,Labor - Inspection,4,281.77,1127.08
92983,80994,70279,PART,Spark Plug,4,768.23,3072.92
92984,80994,70415,PART,Headlight Assembly,4,1221.22,4884.88
92985,80994,70081,Part,Spark Plug,3,-1206.79,-3620.37
92986,80995,70053,PART,Headlight Assembly,3,564.91,1694.73
92987,80995,,labor,Labor - Inspection,4,165.99,663.96
92988,80996,70008,PART,Alternator,3,756.49,2269.47
92989,80996,70031,PART,Radiator,4,921.03,3684.12
92990,80996,70141,part,Oil Filter,2,962.14,1924.28
92991,80996,,LABOR,Labor - Brake Job,2,236.76,473.52
92992,80997,,labor,Labor - Oil Change,2,206.96,413.92
92993,80997,,Labor,Diagnostic,4,83.95,335.8
92994,80997,70020,PART,Radiator,1,303.93,303.93
92995,80997,,LABOR,Labor - Inspection,2,177.36,354.72
92996,80997,70138,part,Radiator,1,515.57,515.57
92997,80998,,labor,Labor - Brake Job,4,178.84,715.36
92998,80998,70319,PART,Brake Pad Set,2,569.31,1138.62
92999,80998,70406,Part,Tire,1,998.77,998.77
93000,80998,,Labor,Labor - Oil Change,3,79.61,238.83
93001,80999,70013,Part,Oil Filter,4,1194.31,4777.24
93002,80999,70400,part,Radiator,-4,1227.2,-4908.8
93003,81000,70122,Part,Spark Plug,2,294.75,589.5
93004,81000,70307,part,Oil Filter,2,684.04,1368.08
93005,81000,70182,Part,Battery,4,786.17,3144.68
93006,81000,70215,PART,Tire,4,189.83,759.32
93007,81000,70463,part,Alternator,2,891.52,1783.04
93008,81001,70226,Part,Battery,1,552.12,552.12
93009,81001,,LABOR,Diagnostic,4,218.3,873.2
93010,81002,,labor,Diagnostic,2,206.49,412.98
93011,81003,70040,PART,Headlight Assembly,3,692.03,2076.09
93012,81003,70395,part,Spark Plug,1,965.13,965.13
93013,81003,,labor,Diagnostic,2,209.57,419.14
93014,81003,,Labor,Labor - Brake Job,1,153.44,153.44
93015,81004,70051,Part,Oil Filter,4,969.44,3877.76
93016,81004,70366,part,Headlight Assembly,3,464.26,1392.78
93017,81004,70354,part,Brake Pad Set,1,204.84,204.84
93018,81004,,Labor,Labor - Brake Job,4,225.82,903.28
93019,81005,,LABOR,Labor - Brake Job,4,269.59,1078.36
93020,81005,,LABOR,Labor - Inspection,1,106.41,106.41
93021,81005,70347,Part,Radiator,1,950.77,950.77
93022,81006,70191,Part,Oil Filter,2,163.54,327.08
93023,81006,,Labor,Labor - Oil Change,1,294.73,279.01
93024,81007,,labor,Labor - Brake Job,3,156.93,470.79
93025,81007,70172,Part,Battery,2,1171.86,2343.72
93026,81007,70022,Part,Battery,2,256.13,512.26
93027,81008,,labor,Labor - Oil Change,2,90.23,180.46
93028,81008,,labor,Labor - Inspection,4,236.73,946.92
93029,81008,,LABOR,Labor - Brake Job,3,261.45,784.35
93030,81009,70496,PART,Tire,1,345.86,345.86
93031,81009,,labor,Labor - Inspection,1,175.96,175.96
93032,81010,,LABOR,Labor - Brake Job,4,56.53,226.12
93033,81011,,Labor,Labor - Brake Job,3,127.97,383.91
93034,81011,,Labor,Diagnostic,3,243.47,730.41
93035,81011,,LABOR,Diagnostic,1,223.21,223.21
93036,81012,,Labor,Labor - Inspection,3,238.54,715.62
93037,81012,,LABOR,Labor - Brake Job,4,295.55,1182.2
93038,81012,70180,PART,Battery,1,798.26,798.26
93039,81013,70300,part,Oil Filter,2,697.84,1395.68
93040,81013,70299,PART,Oil Filter,2,397.28,794.56
93041,81013,,LABOR,Diagnostic,4,245.73,982.92
93042,81013,70446,PART,Spark Plug,2,159.17,318.34
93043,81013,,Labor,Labor - Inspection,3,214.18,642.54
93044,81014,,labor,Labor - Oil Change,2,68.6,137.2
93045,81014,,LABOR,Diagnostic,4,179.49,717.96
93046,81015,70380,PART,Brake Pad Set,2,449.49,898.98
93047,81015,,Labor,Diagnostic,3,248.94,746.82
93048,81015,,labor,Diagnostic,3,258.48,775.44
93049,81015,,Labor,Diagnostic,1,270.45,270.45
93050,81016,70167,PART,Battery,2,20.35,40.7
93051,81017,70399,part,Alternator,3,598.87,1796.61
93052,81018,70472,PART,Headlight Assembly,4,946.29,3785.16
93053,81018,,labor,Labor - Inspection,4,60.14,240.56
93054,81018,70259,PART,Spark Plug,1,1147.26,1147.26
93055,81019,,labor,Labor - Oil Change,3,64.69,194.07
93056,81019,70076,PART,Tire,2,1330.16,2660.32
93057,81019,70286,part,Tire,3,180.49,541.47
93058,81019,,LABOR,Labor - Inspection,2,147.86,295.72
93059,81020,70349,Part,Battery,1,333.15,333.15
93060,81020,70314,PART,Headlight Assembly,2,1020.12,2040.24
93061,81020,70244,part,Alternator,2,864.36,1728.72
93062,81020,,LABOR,Labor - Brake Job,1,183.29,183.29
93063,81021,,labor,Labor - Oil Change,2,208.26,416.52
93064,81021,70245,Part,Brake Pad Set,2,981.42,1962.84
93065,81022,,LABOR,Diagnostic,2,294.37,588.74
93066,81022,,Labor,Labor - Inspection,4,273.41,1093.64
93067,81022,,Labor,Labor - Inspection,3,219.23,657.69
93068,81023,,Labor,Diagnostic,4,232.16,928.64
93069,81024,,labor,Diagnostic,3,297.39,892.17
93070,81025,,labor,Diagnostic,2,147.92,295.84
93071,81025,,LABOR,Labor - Inspection,2,178.12,356.24
93072,81025,,LABOR,Labor - Inspection,4,144.03,576.12
93073,81025,,labor,Diagnostic,2,122.97,245.94
93074,81026,,LABOR,Labor - Oil Change,3,158.96,476.88
93075,81026,70053,part,Headlight Assembly,4,564.91,2259.64
93076,81027,70009,Part,Oil Filter,3,107.6,322.8
93077,81027,,labor,Labor - Inspection,1,138.07,138.07
93078,81027,,Labor,Labor - Inspection,4,113.44,453.76
93079,81027,70219,part,Radiator,4,120.49,481.96
93080,81027,70360,part,Tire,3,824.74,2474.22
93081,81028,70190,part,Headlight Assembly,3,1345.15,4035.45
93082,81028,70334,part,Oil Filter,1,24.07,24.07
93083,81028,70179,part,Brake Pad Set,1,839.68,839.68
93084,81029,70226,PART,Battery,2,552.12,1104.24
93085,81029,,Labor,Labor - Inspection,2,76.3,152.6
93086,81029,70336,part,Headlight Assembly,4,786.77,3147.08
93087,81029,70285,Part,Oil Filter,3,909.62,2728.86
93088,81030,70242,Part,Brake Pad Set,2,984.63,1969.26
93089,81030,70209,Part,Battery,1,328.09,328.09
93090,81030,70341,part,Headlight Assembly,2,-570.1,-1140.2
93091,81030,,labor,Labor - Oil Change,2,98.14,196.28
93092,81031,70471,Part,Spark Plug,1,447.86,447.86
93093,81032,70470,part,Tire,4,177.31,709.24
93094,81033,70001,Part,Alternator,4,717.64,2870.56
93095,81033,70283,Part,Headlight Assembly,2,231.58,463.16
93096,81034,70153,part,Brake Pad Set,2,60.88,121.76
93097,81035,,labor,Labor - Brake Job,2,223.57,447.14
93098,81035,,Labor,Labor - Oil Change,4,83.39,333.56
93099,81035,,LABOR,Diagnostic,3,115.81,347.43
93100,81035,,Labor,Labor - Oil Change,1,88.95,88.95
93101,81036,70366,PART,Headlight Assembly,2,464.26,928.52
93102,81036,70440,PART,Tire,3,450.21,1350.63
93103,81036,70428,part,Tire,2,441.68,883.36
93104,81036,70399,part,Alternator,1,598.87,598.87
93105,81036,70116,Part,Oil Filter,3,593.77,1781.31
93106,81037,70123,PART,Alternator,4,528.48,2113.92
93107,81038,70314,Part,Headlight Assembly,4,1020.12,4080.48
93108,81038,,Labor,Diagnostic,4,260.22,1040.88
93109,81038,,labor,Labor - Inspection,2,142.44,284.88
93110,81038,,labor,Labor - Inspection,4,199.75,799.0
93111,81038,70327,PART,Spark Plug,3,353.49,1060.47
93112,81039,70224,PART,Brake Pad Set,4,766.26,3065.04
93113,81039,70489,PART,Spark Plug,3,754.41,2263.23
93114,81039,70401,PART,Oil Filter,2,816.3,1632.6
93115,81039,70152,part,Oil Filter,3,1048.86,3146.58
93116,81039,70069,PART,Battery,4,342.32,1369.28
93117,81040,70139,part,Battery,4,922.25,3689.0
93118,81040,,Labor,Diagnostic,2,184.6,369.2
93119,81040,,Labor,Labor - Brake Job,4,76.75,307.0
93120,81041,,LABOR,Diagnostic,4,283.37,1133.48
93121,81042,70485,PART,Alternator,1,1119.34,1119.34
93122,81043,,Labor,Labor - Oil Change,4,222.77,891.08
93123,81043,70165,PART,Spark Plug,1,751.58,751.58
93124,81043,,LABOR,Labor - Brake Job,3,76.59,229.77
93125,81044,70232,PART,Brake Pad Set,4,985.86,3943.44
93126,81044,,Labor,Labor - Oil Change,2,213.36,426.72
93127,81044,70201,PART,Headlight Assembly,2,925.55,1851.1
93128,81044,,labor,Labor - Oil Change,4,151.5,606.0
93129,81045,70039,part,Alternator,3,1014.97,3044.91
93130,81046,70003,PART,Brake Pad Set,1,521.05,521.05
93131,81046,,labor,Labor - Oil Change,2,90.42,180.84
93132,81046,,Labor,Labor - Brake Job,4,184.61,738.44
93133,81046,70461,PART,Alternator,3,820.27,2460.81
93134,81046,70383,PART,Battery,3,477.49,1432.47
93135,81047,70161,PART,Battery,4,112.56,450.24
93136,81048,,Labor,Diagnostic,2,166.34,332.68
93137,81048,70144,part,Spark Plug,3,944.58,2833.74
93138,81048,555555555,Part,Unknown Part,2,399.99,799.98
93139,81049,70135,Part,Oil Filter,3,486.3,1458.9
93140,81049,70277,Part,Alternator,3,158.41,475.23
93141,81050,70016,Part,Alternator,4,640.42,2561.68
93142,81050,,Labor,Diagnostic,1,131.58,131.58
93143,81050,,LABOR,Labor - Brake Job,1,198.03,198.03
93144,81050,,Labor,Labor - Inspection,4,285.94,1143.76
93145,81050,70267,part,Radiator,4,1374.15,5496.6
93146,81051,70428,Part,Tire,2,441.68,883.36
93147,81051,70171,PART,Spark Plug,1,844.0,844.0
93148,81051,70290,Part,Brake Pad Set,2,314.54,629.08
93149,81051,70250,PART,Headlight Assembly,3,187.7,563.1
93150,81052,70352,part,Alternator,3,897.39,2692.17
93151,81052,,Labor,Diagnostic,1,173.72,173.72
93152,81052,70427,part,Radiator,2,633.36,1266.72
93153,81052,555555555,Part,Unknown Part,1,98.07,98.07
93154,81053,70116,PART,Oil Filter,4,593.77,2375.08
93155,81054,70293,part,Oil Filter,2,373.16,746.32
93156,81055,70309,PART,Oil Filter,4,562.36,2249.44
93157,81055,70145,Part,Battery,2,114.59,229.18
93158,81055,70320,Part,Radiator,3,-580.92,-1742.76
93159,81056,,Labor,Diagnostic,3,290.37,871.11
93160,81056,70375,part,Battery,2,166.97,333.94
93161,81056,70430,part,Brake Pad Set,3,726.76,2180.28
93162,81057,70428,part,Tire,1,441.68,441.68
93163,81058,,labor,Labor - Oil Change,3,273.37,820.11
93164,81059,70356,PART,Spark Plug,4,644.35,2577.4
93165,81059,70136,Part,Battery,2,60.61,121.22
93166,81060,70278,part,Alternator,4,437.3,1749.2
93167,81060,,Labor,Labor - Brake Job,3,297.73,893.19
93168,81060,,labor,Labor - Brake Job,3,152.99,458.97
93169,81060,,Labor,Labor - Inspection,4,96.94,387.76
93170,81061,70224,PART,Brake Pad Set,-4,766.26,-3075.92
93171,81062,70013,part,Oil Filter,2,1194.31,2388.62
93172,81062,70164,Part,Radiator,1,811.58,811.58
93173,81063,70025,part,Brake Pad Set,3,1081.29,3234.69
93174,81063,70482,PART,Headlight Assembly,3,1017.56,3052.68
93175,81064,70031,Part,Radiator,1,921.03,921.03
93176,81064,70143,Part,Battery,3,146.74,440.22
93177,81064,,LABOR,Labor - Inspection,1,217.71,217.71
93178,81064,70139,part,Battery,3,-922.25,-2766.75
93179,81065,,Labor,Labor - Oil Change,1,74.68,74.68
93180,81065,70431,part,Brake Pad Set,4,-881.18,-3524.72
93181,81065,70360,part,Tire,3,824.74,2474.22
93182,81065,,Labor,Labor - Oil Change,2,254.02,508.04
93183,81065,,LABOR,Labor - Brake Job,4,175.5,702.0
93184,81066,70280,part,Battery,3,930.13,2790.39
93185,81066,,LABOR,Labor - Brake Job,4,137.23,548.92
93186,81066,70082,Part,Spark Plug,1,765.39,765.39
93187,81067,,LABOR,Diagnostic,4,82.83,331.32
93188,81067,,LABOR,Labor - Oil Change,1,211.51,211.51
93189,81068,,Labor,Labor - Oil Change,1,272.6,272.6
93190,81068,,labor,Labor - Oil Change,2,217.39,434.78
93191,81069,70371,PART,Headlight Assembly,3,304.75,914.25
93192,81069,,labor,Labor - Oil Change,2,299.89,599.78
93193,81070,70323,part,Radiator,4,814.82,3259.28
93194,81071,,labor,Diagnostic,4,78.19,312.76
93195,81071,,LABOR,Labor - Inspection,1,124.49,124.49
93196,81071,,LABOR,Labor - Brake Job,4,270.34,1081.36
93197,81071,,Labor,Labor - Inspection,4,266.06,1064.24
93198,81071,70022,Part,Battery,3,256.13,768.39
93199,81072,,LABOR,Labor - Inspection,1,61.94,61.94
93200,81072,,labor,Labor - Inspection,1,182.37,182.37
93201,81072,70334,Part,Oil Filter,1,24.07,19.97
93202,81073,70137,PART,Brake Pad Set,2,907.48,1814.96
93203,81073,70292,Part,Spark Plug,1,1282.58,1282.58
93204,81074,,Labor,Labor - Brake Job,3,177.07,531.21
93205,81074,70019,PART,Oil Filter,1,559.32,559.32
93206,81075,70332,Part,Brake Pad Set,2,68.08,136.16
93207,81075,,LABOR,Labor - Inspection,4,176.23,711.54
93208,81075,,Labor,Labor - Inspection,2,112.41,224.82
93209,81075,70156,part,Battery,1,398.32,398.32
93210,81076,70335,part,Brake Pad Set,4,901.19,3604.76
93211,81076,70096,Part,Oil Filter,2,928.14,1856.28
93212,81076,70337,part,Oil Filter,1,223.52,223.52
93213,81077,70225,part,Oil Filter,4,604.53,2418.12
93214,81077,,Labor,Diagnostic,4,127.87,511.48
93215,81078,70311,part,Headlight Assembly,1,1044.43,1044.43
93216,81078,70301,Part,Tire,1,160.46,160.46
93217,81078,70200,Part,Alternator,4,252.45,1009.8
93218,81078,,Labor,Labor - Oil Change,1,223.94,223.94
93219,81078,70217,PART,Spark Plug,1,450.72,450.72
93220,81079,70463,part,Alternator,1,891.52,891.52
93221,81079,,Labor,Labor - Brake Job,3,268.89,806.67
93222,81079,70048,Part,Tire,4,785.81,3143.24
93223,81080,,labor,Labor - Inspection,1,142.03,142.03
93224,81081,70132,Part,Oil Filter,3,961.33,2883.99
93225,81081,70243,Part,Radiator,3,916.87,2750.61
93226,81081,70334,part,Oil Filter,1,24.07,24.07
93227,81081,,LABOR,Labor - Inspection,2,94.01,188.02
93228,81082,70214,PART,Battery,2,1259.42,2518.84
93229,81082,70028,part,Alternator,2,1030.71,2061.42
93230,81082,70390,part,Alternator,2,840.23,1680.46
93231,81082,70264,PART,Brake Pad Set,2,727.45,1454.9
93232,81083,70294,Part,Headlight Assembly,2,591.43,1182.86
93233,81083,,labor,Labor - Oil Change,1,132.33,132.33
93234,81083,70269,Part,Oil Filter,1,312.62,312.62
93235,81083,,Labor,Labor - Brake Job,2,144.04,288.08
93236,81084,70083,Part,Spark Plug,4,453.74,1814.96
93237,81084,70424,PART,Spark Plug,1,520.67,520.67
93238,81084,70355,part,Tire,1,472.4,472.4
93239,81085,70178,PART,Spark Plug,4,482.84,1931.36
93240,81085,,Labor,Labor - Inspection,4,98.14,392.56
93241,81085,,Labor,Diagnostic,3,173.87,521.61
93242,81085,70206,part,Radiator,1,545.75,545.75
93243,81086,,Labor,Diagnostic,-4,224.72,-898.88
93244,81086,,labor,Labor - Inspection,3,297.5,892.5
93245,81086,70427,PART,Radiator,4,633.36,2533.44
93246,81086,70377,part,Alternator,2,691.76,1383.52
93247,81086,70377,PART,Alternator,2,691.76,1383.52
93248,81087,,Labor,Labor - Oil Change,2,158.82,317.64
93249,81087,,Labor,Labor - Oil Change,2,250.92,501.84
93250,81087,,Labor,Labor - Oil Change,4,61.66,246.64
93251,81087,70144,PART,Spark Plug,3,944.58,2833.74
93252,81088,70357,PART,Alternator,1,165.28,165.28
93253,81088,,LABOR,Labor - Inspection,3,106.33,318.99
93254,81089,70345,part,Radiator,3,236.7,710.1
93255,81089,70495,PART,Headlight Assembly,2,1018.21,2036.42
93256,81089,,Labor,Labor - Brake Job,4,273.12,1092.48
93257,81089,,Labor,Labor - Inspection,3,170.12,510.36
93258,81089,70177,part,Oil Filter,3,362.01,1086.03
93259,81090,,labor,Labor - Oil Change,1,65.58,65.58
93260,81090,70272,PART,Alternator,4,576.89,2307.56
93261,81090,70167,part,Battery,2,20.35,31.71
93262,81091,,LABOR,Diagnostic,2,53.32,106.64
93263,81091,,Labor,Diagnostic,1,84.15,84.15
93264,81091,,Labor,Diagnostic,2,70.18,140.36
93265,81092,70198,Part,Headlight Assembly,4,1079.64,4318.56
93266,81093,,LABOR,Diagnostic,4,159.96,639.84
93267,81093,70254,Part,Alternator,3,292.38,877.14
93268,81093,,LABOR,Labor - Oil Change,3,175.62,526.86
93269,81093,70446,part,Spark Plug,4,159.17,636.68
93270,81093,,Labor,Labor - Brake Job,4,199.82,799.28
93271,81094,70101,Part,Oil Filter,1,1197.05,1197.05
93272,81095,70376,PART,Oil Filter,1,726.13,726.13
93273,81095,70149,Part,Battery,3,914.81,2744.43
93274,81095,70035,part,Headlight Assembly,2,1372.25,2744.5
93275,81095,70301,part,Tire,2,160.46,320.92
93276,81096,,LABOR,Labor - Inspection,4,57.2,228.8
93277,81096,,labor,Labor - Brake Job,3,297.48,892.44
93278,81097,70143,PART,Battery,2,146.74,293.48
93279,81097,70454,PART,Headlight Assembly,1,1513.57,1513.57
93280,81098,70005,part,Alternator,4,790.79,3163.16
93281,81098,70173,part,Brake Pad Set,3,16.13,48.39
93282,81099,70414,PART,Oil Filter,3,406.9,1220.7
93283,81099,70185,PART,Brake Pad Set,1,461.82,461.82
93284,81099,,LABOR,Diagnostic,1,103.61,103.61
93285,81100,70232,part,Brake Pad Set,4,985.86,3943.44
93286,81100,70309,Part,Oil Filter,3,562.36,1687.08
93287,81100,70051,part,Oil Filter,4,969.44,3877.76
93288,81101,70082,part,Spark Plug,1,765.39,765.39
93289,81101,70134,Part,Tire,2,1147.67,2295.34
93290,81101,70231,part,Battery,4,314.35,1257.4
93291,81101,,labor,Labor - Brake Job,3,291.19,873.57
93292,81101,,Labor,Diagnostic,2,189.7,379.4
93293,81102,70187,part,Alternator,2,317.54,635.08
93294,81102,70434,Part,Radiator,3,1030.45,3091.35
93295,81102,,Labor,Labor - Brake Job,4,231.65,926.6
93296,81103,,labor,Diagnostic,3,85.0,255.0
93297,81103,70409,part,Oil Filter,3,564.87,1694.61
93298,81103,70175,Part,Spark Plug,3,364.08,1092.24
93299,81103,70167,part,Battery,4,20.35,81.4
93300,81103,70197,Part,Alternator,2,958.84,1917.68
93301,81104,70355,PART,Tire,4,472.4,1889.6
93302,81104,,Labor,Labor - Oil Change,4,86.13,344.52
93303,81104,70002,Part,Brake Pad Set,2,1131.45,2262.9
93304,81104,,LABOR,Labor - Brake Job,3,-100.96,-302.88
93305,81105,70100,part,Brake Pad Set,3,1036.71,3110.13
93306,81106,70282,Part,Battery,3,419.58,1258.74
93307,81106,70280,PART,Battery,4,930.13,3720.52
93308,81106,70252,Part,Brake Pad Set,4,783.43,3133.72
93309,81106,70423,part,Battery,4,706.11,2824.44
93310,81106,,LABOR,Labor - Inspection,3,167.39,502.17
93311,81107,70380,part,Brake Pad Set,2,449.49,898.98
93312,81107,70416,part,Brake Pad Set,4,736.8,2947.2
93313,81107,70288,part,Radiator,2,510.72,1021.44
93314,81108,70449,PART,Oil Filter,3,40.55,121.65
93315,81109,,labor,Labor - Oil Change,1,131.42,131.42
93316,81110,70360,Part,Tire,4,824.74,3298.96
93317,81111,70014,Part,Brake Pad Set,2,530.19,1060.38
93318,81111,,LABOR,Labor - Inspection,4,200.67,802.68
93319,81111,70287,Part,Brake Pad Set,3,51.53,154.59
93320,81111,,Labor,Labor - Oil Change,3,186.17,558.51
93321,81111,,LABOR,Diagnostic,1,273.25,273.25
93322,81112,70176,PART,Radiator,3,456.34,1369.02
93323,81112,,LABOR,Labor - Brake Job,4,289.96,1159.84
93324,81112,,labor,Labor - Inspection,2,120.22,240.44
93325,81113,70409,Part,Oil Filter,1,564.87,564.87
93326,81113,70269,PART,Oil Filter,4,312.62,1250.48
93327,81113,,Labor,Labor - Oil Change,1,137.45,137.45
93328,81114,70347,part,Radiator,1,950.77,950.77
93329,81114,70198,part,Headlight Assembly,4,1079.64,4318.56
93330,81114,70066,Part,Tire,1,899.47,899.47
93331,81114,,labor,Labor - Brake Job,2,257.78,515.56
93332,81115,70213,part,Spark Plug,1,1059.48,1059.48
93333,81115,70253,Part,Radiator,4,215.78,863.12
93334,81115,70423,PART,Battery,4,706.11,2824.44
93335,81115,,labor,Diagnostic,1,184.69,184.69
93336,81115,,Labor,Labor - Inspection,4,148.47,593.88
93337,81116,,labor,Labor - Oil Change,-3,187.62,-562.86
93338,81116,70353,Part,Tire,2,90.64,181.28
93339,81117,70493,part,Spark Plug,4,858.96,3435.84
93340,81117,70338,part,Headlight Assembly,4,1060.93,4243.72
93341,81117,,LABOR,Labor - Inspection,1,103.1,103.1
93342,81117,,LABOR,Labor - Inspection,1,267.37,267.37
